"productkey","orderdatekey","duedatekey","shipdatekey","customerkey","totalproductcost","salesamount"
314,"20201001",20201013,20201008,20151,2171,"3578.27"
313,"20201001",20201013,20201008,20158,2171,"3578.27"
351,"20201001",20201013,20201008,11916,1898,"3374.99"
313,"20201002",20201014,20201009,11815,2171,"3578.27"
312,"20201002",20201014,20201009,11816,2171,"3578.27"
313,"20201002",20201014,20201009,11688,2171,"3578.27"
311,"20201002",20201014,20201009,14823,2171,"3578.27"
348,"20201002",20201014,20201009,26050,1898,"3374.99"
311,"20201002",20201014,20201009,20213,2171,"3578.27"
349,"20201002",20201014,20201009,11915,1898,"3374.99"
349,"20201003",20201015,20201010,11246,1898,"3374.99"
311,"20201003",20201015,20201010,12804,2171,"3578.27"
314,"20201003",20201015,20201010,11742,2171,"3578.27"
312,"20201003",20201015,20201010,11775,2171,"3578.27"
312,"20201003",20201015,20201010,11812,2171,"3578.27"
311,"20201004",20201016,20201011,23566,2171,"3578.27"
314,"20201004",20201016,20201011,23592,2171,"3578.27"
345,"20201004",20201016,20201011,26015,1912,"3399.99"
340,"20201004",20201016,20201011,14852,413,"699.10"
312,"20201004",20201016,20201011,20154,2171,"3578.27"
310,"20201005",20201017,20201012,11776,2171,"3578.27"
312,"20201005",20201017,20201012,11683,2171,"3578.27"
340,"20201005",20201017,20201012,18143,413,"699.10"
313,"20201005",20201017,20201012,15453,2171,"3578.27"
312,"20201005",20201017,20201012,15620,2171,"3578.27"
338,"20201005",20201017,20201012,14754,413,"699.10"
311,"20201005",20201017,20201012,20247,2171,"3578.27"
351,"20201005",20201017,20201012,11919,1898,"3374.99"
350,"20201005",20201017,20201012,11952,1898,"3374.99"
314,"20201006",20201018,20201013,12754,2171,"3578.27"
312,"20201006",20201018,20201013,23829,2171,"3578.27"
311,"20201006",20201018,20201013,12650,2171,"3578.27"
312,"20201007",20201019,20201014,14827,2171,"3578.27"
314,"20201007",20201019,20201014,11873,2171,"3578.27"
311,"20201007",20201019,20201014,19968,2171,"3578.27"
312,"20201007",20201019,20201014,20157,2171,"3578.27"
310,"20201007",20201019,20201014,15621,2171,"3578.27"
312,"20201008",20201020,20201015,11772,2171,"3578.27"
310,"20201008",20201020,20201015,14819,2171,"3578.27"
310,"20201008",20201020,20201015,14822,2171,"3578.27"
349,"20201008",20201020,20201015,26012,1898,"3374.99"
326,"20201008",20201020,20201015,25919,413,"699.10"
347,"20201009",20201021,20201016,11249,1912,"3399.99"
314,"20201009",20201021,20201016,11925,2171,"3578.27"
351,"20201009",20201021,20201016,20007,1898,"3374.99"
310,"20201009",20201021,20201016,20242,2171,"3578.27"
314,"20201009",20201021,20201016,19975,2171,"3578.27"
351,"20201009",20201021,20201016,11910,1898,"3374.99"
310,"20201010",20201022,20201017,12750,2171,"3578.27"
338,"20201010",20201022,20201017,19443,413,"699.10"
313,"20201010",20201022,20201017,11707,2171,"3578.27"
310,"20201010",20201022,20201017,23397,2171,"3578.27"
312,"20201010",20201022,20201017,11745,2171,"3578.27"
313,"20201010",20201022,20201017,11799,2171,"3578.27"
313,"20201010",20201022,20201017,11678,2171,"3578.27"
313,"20201010",20201022,20201017,12655,2171,"3578.27"
348,"20201010",20201022,20201017,26042,1898,"3374.99"
330,"20201010",20201022,20201017,14880,413,"699.10"
310,"20201010",20201022,20201017,20217,2171,"3578.27"
350,"20201010",20201022,20201017,11920,1898,"3374.99"
349,"20201011",20201023,20201018,11338,1898,"3374.99"
346,"20201011",20201023,20201018,11380,1912,"3399.99"
312,"20201011",20201023,20201018,20226,2171,"3578.27"
313,"20201011",20201023,20201018,23842,2171,"3578.27"
332,"20201012",20201024,20201019,19450,413,"699.10"
311,"20201012",20201024,20201019,11727,2171,"3578.27"
311,"20201012",20201024,20201019,12632,2171,"3578.27"
313,"20201013",20201025,20201020,11933,2171,"3578.27"
310,"20201013",20201025,20201020,23830,2171,"3578.27"
310,"20201013",20201025,20201020,11817,2171,"3578.27"
312,"20201013",20201025,20201020,11837,2171,"3578.27"
312,"20201013",20201025,20201020,11665,2171,"3578.27"
314,"20201013",20201025,20201020,15614,2171,"3578.27"
310,"20201013",20201025,20201020,15619,2171,"3578.27"
311,"20201013",20201025,20201020,20241,2171,"3578.27"
311,"20201013",20201025,20201020,20152,2171,"3578.27"
312,"20201013",20201025,20201020,20159,2171,"3578.27"
310,"20201013",20201025,20201020,20214,2171,"3578.27"
347,"20201013",20201025,20201020,11918,1912,"3399.99"
349,"20201013",20201025,20201020,11947,1898,"3374.99"
311,"20201014",20201026,20201021,11777,2171,"3578.27"
314,"20201014",20201026,20201021,11797,2171,"3578.27"
312,"20201014",20201026,20201021,23819,2171,"3578.27"
344,"20201014",20201026,20201021,26014,1912,"3399.99"
349,"20201014",20201026,20201021,11929,1898,"3374.99"
347,"20201014",20201026,20201021,11930,1912,"3399.99"
346,"20201014",20201026,20201021,11964,1912,"3399.99"
346,"20201015",20201027,20201022,11332,1912,"3399.99"
313,"20201015",20201027,20201022,11741,2171,"3578.27"
312,"20201015",20201027,20201022,11780,2171,"3578.27"
311,"20201015",20201027,20201022,23730,2171,"3578.27"
312,"20201015",20201027,20201022,11798,2171,"3578.27"
314,"20201015",20201027,20201022,23731,2171,"3578.27"
313,"20201015",20201027,20201022,11811,2171,"3578.27"
310,"20201015",20201027,20201022,14803,2171,"3578.27"
347,"20201015",20201027,20201022,11942,1912,"3399.99"
311,"20201016",20201028,20201023,23486,2171,"3578.27"
312,"20201016",20201028,20201023,11796,2171,"3578.27"
313,"20201016",20201028,20201023,11813,2171,"3578.27"
310,"20201016",20201028,20201023,11825,2171,"3578.27"
328,"20201016",20201028,20201023,18148,413,"699.10"
310,"20201016",20201028,20201023,20249,2171,"3578.27"
310,"20201016",20201028,20201023,20211,2171,"3578.27"
313,"20201017",20201029,20201024,11779,2171,"3578.27"
313,"20201017",20201029,20201024,11666,2171,"3578.27"
326,"20201017",20201029,20201024,19439,413,"699.10"
349,"20201017",20201029,20201024,26016,1898,"3374.99"
312,"20201018",20201030,20201025,14824,2171,"3578.27"
311,"20201018",20201030,20201025,11654,2171,"3578.27"
334,"20201018",20201030,20201025,14757,413,"699.10"
313,"20201018",20201030,20201025,20244,2171,"3578.27"
310,"20201018",20201030,20201025,19978,2171,"3578.27"
312,"20201018",20201030,20201025,20219,2171,"3578.27"
310,"20201018",20201030,20201025,20221,2171,"3578.27"
312,"20201018",20201030,20201025,20225,2171,"3578.27"
324,"20201018",20201030,20201025,25920,413,"699.10"
350,"20201018",20201030,20201025,11914,1898,"3374.99"
351,"20201018",20201030,20201025,11943,1898,"3374.99"
342,"20201019",20201031,20201026,14879,413,"699.10"
310,"20201019",20201031,20201026,19970,2171,"3578.27"
312,"20201019",20201031,20201026,19974,2171,"3578.27"
348,"20201019",20201031,20201026,11944,1898,"3374.99"
347,"20201019",20201031,20201026,11969,1912,"3399.99"
314,"20201020",20201101,20201027,23859,2171,"3578.27"
314,"20201020",20201101,20201027,11810,2171,"3578.27"
344,"20201020",20201101,20201027,26055,1912,"3399.99"
312,"20201020",20201101,20201027,19979,2171,"3578.27"
312,"20201021",20201102,20201028,11809,2171,"3578.27"
311,"20201021",20201102,20201028,11818,2171,"3578.27"
311,"20201021",20201102,20201028,11872,2171,"3578.27"
314,"20201021",20201102,20201028,11671,2171,"3578.27"
312,"20201021",20201102,20201028,12717,2171,"3578.27"
310,"20201021",20201102,20201028,20227,2171,"3578.27"
310,"20201021",20201102,20201028,20238,2171,"3578.27"
310,"20201021",20201102,20201028,20215,2171,"3578.27"
320,"20201021",20201102,20201028,25921,413,"699.10"
345,"20201021",20201102,20201028,11946,1912,"3399.99"
326,"20201022",20201103,20201029,19454,413,"699.10"
311,"20201022",20201103,20201029,11834,2171,"3578.27"
310,"20201022",20201103,20201029,20156,2171,"3578.27"
348,"20201022",20201103,20201029,11963,1898,"3374.99"
345,"20201023",20201104,20201030,11335,1912,"3399.99"
324,"20201023",20201104,20201030,19472,413,"699.10"
313,"20201023",20201104,20201030,11773,2171,"3578.27"
347,"20201023",20201104,20201030,26018,1912,"3399.99"
324,"20201023",20201104,20201030,14755,413,"699.10"
314,"20201023",20201104,20201030,20239,2171,"3578.27"
313,"20201023",20201104,20201030,20216,2171,"3578.27"
350,"20201023",20201104,20201030,11967,1898,"3374.99"
311,"20201024",20201105,20201031,15630,2171,"3578.27"
312,"20201024",20201105,20201031,15631,2171,"3578.27"
310,"20201024",20201105,20201031,12805,2171,"3578.27"
310,"20201024",20201105,20201031,19977,2171,"3578.27"
314,"20201025",20201106,20201101,14830,2171,"3578.27"
313,"20201025",20201106,20201101,11690,2171,"3578.27"
314,"20201025",20201106,20201101,11708,2171,"3578.27"
314,"20201025",20201106,20201101,11743,2171,"3578.27"
310,"20201025",20201106,20201101,11854,2171,"3578.27"
314,"20201025",20201106,20201101,11675,2171,"3578.27"
311,"20201025",20201106,20201101,12631,2171,"3578.27"
314,"20201025",20201106,20201101,12711,2171,"3578.27"
351,"20201025",20201106,20201101,11976,1898,"3374.99"
334,"20201026",20201107,20201102,19451,413,"699.10"
313,"20201026",20201107,20201102,11924,2171,"3578.27"
311,"20201026",20201107,20201102,11774,2171,"3578.27"
310,"20201026",20201107,20201102,23846,2171,"3578.27"
312,"20201026",20201107,20201102,11839,2171,"3578.27"
324,"20201026",20201107,20201102,14756,413,"699.10"
342,"20201026",20201107,20201102,25918,413,"699.10"
311,"20201027",20201108,20201103,23583,2171,"3578.27"
310,"20201027",20201108,20201103,11778,2171,"3578.27"
310,"20201027",20201108,20201103,23806,2171,"3578.27"
310,"20201027",20201108,20201103,11826,2171,"3578.27"
312,"20201027",20201108,20201103,11831,2171,"3578.27"
311,"20201027",20201108,20201103,11664,2171,"3578.27"
312,"20201027",20201108,20201103,12749,2171,"3578.27"
313,"20201027",20201108,20201103,20236,2171,"3578.27"
312,"20201027",20201108,20201103,20220,2171,"3578.27"
348,"20201027",20201108,20201103,11912,1898,"3374.99"
344,"20201027",20201108,20201103,11917,1912,"3399.99"
348,"20201028",20201109,20201104,11488,1898,"3374.99"
351,"20201028",20201109,20201104,11489,1898,"3374.99"
330,"20201028",20201109,20201104,19453,413,"699.10"
311,"20201028",20201109,20201104,11705,2171,"3578.27"
313,"20201028",20201109,20201104,23396,2171,"3578.27"
313,"20201028",20201109,20201104,23511,2171,"3578.27"
312,"20201028",20201109,20201104,11885,2171,"3578.27"
314,"20201028",20201109,20201104,11886,2171,"3578.27"
312,"20201028",20201109,20201104,11663,2171,"3578.27"
340,"20201028",20201109,20201104,14752,413,"699.10"
313,"20201028",20201109,20201104,20228,2171,"3578.27"
314,"20201028",20201109,20201104,19971,2171,"3578.27"
346,"20201028",20201109,20201104,11968,1912,"3399.99"
310,"20201029",20201110,20201105,12018,2171,"3578.27"
312,"20201029",20201110,20201105,12167,2171,"3578.27"
311,"20201029",20201110,20201105,12169,2171,"3578.27"
311,"20201029",20201110,20201105,11937,2171,"3578.27"
312,"20201029",20201110,20201105,11945,2171,"3578.27"
310,"20201029",20201110,20201105,11955,2171,"3578.27"
313,"20201029",20201110,20201105,12053,2171,"3578.27"
312,"20201029",20201110,20201105,12104,2171,"3578.27"
332,"20201029",20201110,20201105,14912,413,"699.10"
310,"20201029",20201110,20201105,20446,2171,"3578.27"
314,"20201029",20201110,20201105,20611,2171,"3578.27"
326,"20201029",20201110,20201105,25927,413,"699.10"
313,"20201030",20201111,20201106,12023,2171,"3578.27"
312,"20201030",20201111,20201106,12069,2171,"3578.27"
313,"20201030",20201111,20201106,24284,2171,"3578.27"
312,"20201030",20201111,20201106,12152,2171,"3578.27"
311,"20201030",20201111,20201106,20447,2171,"3578.27"
310,"20201031",20201112,20201107,11956,2171,"3578.27"
334,"20201031",20201112,20201107,14883,413,"699.10"
334,"20201031",20201112,20201107,14895,413,"699.10"
314,"20201031",20201112,20201107,14945,2171,"3578.27"
313,"20201031",20201112,20201107,20420,2171,"3578.27"
311,"20201101",20201113,20201108,12171,2171,"3578.27"
312,"20201101",20201113,20201108,11954,2171,"3578.27"
314,"20201101",20201113,20201108,23865,2171,"3578.27"
312,"20201101",20201113,20201108,12105,2171,"3578.27"
312,"20201101",20201113,20201108,20259,2171,"3578.27"
313,"20201101",20201113,20201108,20416,2171,"3578.27"
312,"20201101",20201113,20201108,20426,2171,"3578.27"
313,"20201101",20201113,20201108,20600,2171,"3578.27"
311,"20201101",20201113,20201108,13405,2171,"3578.27"
347,"20201101",20201113,20201108,11977,1912,"3399.99"
350,"20201101",20201113,20201108,11991,1898,"3374.99"
320,"20201102",20201114,20201109,19501,413,"699.10"
311,"20201102",20201114,20201109,24310,2171,"3578.27"
347,"20201102",20201114,20201109,26090,1912,"3399.99"
350,"20201102",20201114,20201109,26094,1898,"3374.99"
340,"20201102",20201114,20201109,14881,413,"699.10"
345,"20201103",20201115,20201110,11421,1912,"3399.99"
320,"20201103",20201115,20201110,19476,413,"699.10"
310,"20201103",20201115,20201110,12052,2171,"3578.27"
311,"20201103",20201115,20201110,12120,2171,"3578.27"
336,"20201103",20201115,20201110,20569,413,"699.10"
351,"20201103",20201115,20201110,26082,1898,"3374.99"
314,"20201103",20201115,20201110,20424,2171,"3578.27"
324,"20201103",20201115,20201110,25928,413,"699.10"
349,"20201103",20201115,20201110,11989,1898,"3374.99"
310,"20201104",20201116,20201111,12076,2171,"3578.27"
314,"20201104",20201116,20201111,12118,2171,"3578.27"
345,"20201104",20201116,20201111,26056,1912,"3399.99"
320,"20201104",20201116,20201111,25926,413,"699.10"
351,"20201104",20201116,20201111,11996,1898,"3374.99"
351,"20201105",20201117,20201112,11412,1898,"3374.99"
311,"20201105",20201117,20201112,12819,2171,"3578.27"
313,"20201105",20201117,20201112,12163,2171,"3578.27"
312,"20201105",20201117,20201112,12042,2171,"3578.27"
312,"20201105",20201117,20201112,12079,2171,"3578.27"
310,"20201105",20201117,20201112,12141,2171,"3578.27"
313,"20201105",20201117,20201112,15657,2171,"3578.27"
347,"20201105",20201117,20201112,11997,1912,"3399.99"
334,"20201105",20201117,20201112,25936,413,"699.10"
313,"20201105",20201117,20201112,12094,2171,"3578.27"
312,"20201106",20201118,20201113,12156,2171,"3578.27"
310,"20201106",20201118,20201113,24342,2171,"3578.27"
310,"20201106",20201118,20201113,12030,2171,"3578.27"
311,"20201106",20201118,20201113,20283,2171,"3578.27"
311,"20201106",20201118,20201113,20608,2171,"3578.27"
349,"20201106",20201118,20201113,12003,1898,"3374.99"
349,"20201107",20201119,20201114,11491,1898,"3374.99"
312,"20201107",20201119,20201114,12102,2171,"3578.27"
334,"20201107",20201119,20201114,25937,413,"699.10"
313,"20201108",20201120,20201115,11983,2171,"3578.27"
310,"20201108",20201120,20201115,12084,2171,"3578.27"
348,"20201108",20201120,20201115,12004,1898,"3374.99"
346,"20201108",20201120,20201115,11995,1912,"3399.99"
351,"20201109",20201121,20201116,28492,1898,"3374.99"
311,"20201109",20201121,20201116,14834,2171,"3578.27"
314,"20201109",20201121,20201116,15632,2171,"3578.27"
310,"20201109",20201121,20201116,12041,2171,"3578.27"
313,"20201109",20201121,20201116,24235,2171,"3578.27"
310,"20201109",20201121,20201116,20430,2171,"3578.27"
312,"20201109",20201121,20201116,20606,2171,"3578.27"
312,"20201109",20201121,20201116,15653,2171,"3578.27"
310,"20201109",20201121,20201116,14956,2171,"3578.27"
314,"20201110",20201122,20201117,12830,2171,"3578.27"
342,"20201110",20201122,20201117,18634,413,"699.10"
313,"20201110",20201122,20201117,11939,2171,"3578.27"
314,"20201110",20201122,20201117,12027,2171,"3578.27"
310,"20201110",20201122,20201117,12109,2171,"3578.27"
347,"20201110",20201122,20201117,26061,1912,"3399.99"
344,"20201110",20201122,20201117,26089,1912,"3399.99"
314,"20201110",20201122,20201117,20256,2171,"3578.27"
310,"20201110",20201122,20201117,20260,2171,"3578.27"
314,"20201110",20201122,20201117,20610,2171,"3578.27"
320,"20201110",20201122,20201117,25935,413,"699.10"
346,"20201110",20201122,20201117,11999,1912,"3399.99"
348,"20201110",20201122,20201117,11988,1898,"3374.99"
313,"20201111",20201123,20201118,12162,2171,"3578.27"
348,"20201111",20201123,20201118,20023,1898,"3374.99"
348,"20201111",20201123,20201118,26091,1898,"3374.99"
311,"20201111",20201123,20201118,20284,2171,"3578.27"
312,"20201111",20201123,20201118,12849,2171,"3578.27"
313,"20201111",20201123,20201118,12866,2171,"3578.27"
328,"20201112",20201124,20201119,18163,413,"699.10"
312,"20201112",20201124,20201119,12173,2171,"3578.27"
314,"20201112",20201124,20201119,12050,2171,"3578.27"
311,"20201112",20201124,20201119,12072,2171,"3578.27"
310,"20201112",20201124,20201119,20429,2171,"3578.27"
314,"20201112",20201124,20201119,20456,2171,"3578.27"
314,"20201112",20201124,20201119,20614,2171,"3578.27"
313,"20201113",20201125,20201120,12820,2171,"3578.27"
313,"20201113",20201125,20201120,24332,2171,"3578.27"
313,"20201113",20201125,20201120,24344,2171,"3578.27"
314,"20201113",20201125,20201120,23866,2171,"3578.27"
336,"20201113",20201125,20201120,14891,413,"699.10"
326,"20201113",20201125,20201120,14892,413,"699.10"
328,"20201113",20201125,20201120,14902,413,"699.10"
313,"20201113",20201125,20201120,20261,2171,"3578.27"
313,"20201113",20201125,20201120,13263,2171,"3578.27"
351,"20201113",20201125,20201120,11990,1898,"3374.99"
349,"20201113",20201125,20201120,11993,1898,"3374.99"
344,"20201114",20201126,20201121,11395,1912,"3399.99"
344,"20201114",20201126,20201121,11493,1912,"3399.99"
310,"20201114",20201126,20201121,12016,2171,"3578.27"
311,"20201114",20201126,20201121,12058,2171,"3578.27"
314,"20201114",20201126,20201121,23867,2171,"3578.27"
312,"20201114",20201126,20201121,12110,2171,"3578.27"
