"datekey","fulldatealternatekey"
20190919,"2019-09-19"
20190920,"2019-09-20"
20190921,"2019-09-21"
20190922,"2019-09-22"
20190923,"2019-09-23"
20190924,"2019-09-24"
20190925,"2019-09-25"
20190926,"2019-09-26"
20190927,"2019-09-27"
20190928,"2019-09-28"
20190929,"2019-09-29"
20190930,"2019-09-30"
20191001,"2019-10-01"
20191002,"2019-10-02"
20191003,"2019-10-03"
20191004,"2019-10-04"
20191005,"2019-10-05"
20191006,"2019-10-06"
20191007,"2019-10-07"
20191008,"2019-10-08"
20191009,"2019-10-09"
20191010,"2019-10-10"
20191011,"2019-10-11"
20191012,"2019-10-12"
20191013,"2019-10-13"
20191014,"2019-10-14"
20191015,"2019-10-15"
20191016,"2019-10-16"
20191017,"2019-10-17"
20191018,"2019-10-18"
20191019,"2019-10-19"
20191020,"2019-10-20"
20191021,"2019-10-21"
20191022,"2019-10-22"
20191023,"2019-10-23"
20191024,"2019-10-24"
20191025,"2019-10-25"
20191026,"2019-10-26"
20191027,"2019-10-27"
20191028,"2019-10-28"
20191029,"2019-10-29"
20191030,"2019-10-30"
20191031,"2019-10-31"
20191101,"2019-11-01"
20191102,"2019-11-02"
20191103,"2019-11-03"
20191104,"2019-11-04"
20191105,"2019-11-05"
20191106,"2019-11-06"
20191107,"2019-11-07"
20191108,"2019-11-08"
20191109,"2019-11-09"
20191110,"2019-11-10"
20191111,"2019-11-11"
20191112,"2019-11-12"
20191113,"2019-11-13"
20191114,"2019-11-14"
20191115,"2019-11-15"
20191116,"2019-11-16"
20191117,"2019-11-17"
20191118,"2019-11-18"
20191119,"2019-11-19"
20191120,"2019-11-20"
20191121,"2019-11-21"
20191122,"2019-11-22"
20191123,"2019-11-23"
20191124,"2019-11-24"
20191125,"2019-11-25"
20191126,"2019-11-26"
20191127,"2019-11-27"
20191128,"2019-11-28"
20191129,"2019-11-29"
20191130,"2019-11-30"
20191201,"2019-12-01"
20191202,"2019-12-02"
20191203,"2019-12-03"
20191204,"2019-12-04"
20191205,"2019-12-05"
20191206,"2019-12-06"
20191207,"2019-12-07"
20191208,"2019-12-08"
20191209,"2019-12-09"
20191210,"2019-12-10"
20191211,"2019-12-11"
20191212,"2019-12-12"
20191213,"2019-12-13"
20191214,"2019-12-14"
20191215,"2019-12-15"
20191216,"2019-12-16"
20191217,"2019-12-17"
20191218,"2019-12-18"
20191219,"2019-12-19"
20191220,"2019-12-20"
20191221,"2019-12-21"
20191222,"2019-12-22"
20191223,"2019-12-23"
20191224,"2019-12-24"
20191225,"2019-12-25"
20191226,"2019-12-26"
20191227,"2019-12-27"
20191228,"2019-12-28"
20191229,"2019-12-29"
20191230,"2019-12-30"
20191231,"2019-12-31"
20200101,"2020-01-01"
20200102,"2020-01-02"
20200103,"2020-01-03"
20200104,"2020-01-04"
20200105,"2020-01-05"
20200106,"2020-01-06"
20200107,"2020-01-07"
20200108,"2020-01-08"
20200109,"2020-01-09"
20200110,"2020-01-10"
20200111,"2020-01-11"
20200112,"2020-01-12"
20200113,"2020-01-13"
20200114,"2020-01-14"
20200115,"2020-01-15"
20200116,"2020-01-16"
20200117,"2020-01-17"
20200118,"2020-01-18"
20200119,"2020-01-19"
20200120,"2020-01-20"
20200121,"2020-01-21"
20200122,"2020-01-22"
20200123,"2020-01-23"
20200124,"2020-01-24"
20200125,"2020-01-25"
20200126,"2020-01-26"
20200127,"2020-01-27"
20200128,"2020-01-28"
20200129,"2020-01-29"
20200130,"2020-01-30"
20200131,"2020-01-31"
20200201,"2020-02-01"
20200202,"2020-02-02"
20200203,"2020-02-03"
20200204,"2020-02-04"
20200205,"2020-02-05"
20200206,"2020-02-06"
20200207,"2020-02-07"
20200208,"2020-02-08"
20200209,"2020-02-09"
20200210,"2020-02-10"
20200211,"2020-02-11"
20200212,"2020-02-12"
20200213,"2020-02-13"
20200214,"2020-02-14"
20200215,"2020-02-15"
20200216,"2020-02-16"
20200217,"2020-02-17"
20200218,"2020-02-18"
20200219,"2020-02-19"
20200220,"2020-02-20"
20200221,"2020-02-21"
20200222,"2020-02-22"
20200223,"2020-02-23"
20200224,"2020-02-24"
20200225,"2020-02-25"
20200226,"2020-02-26"
20200227,"2020-02-27"
20200228,"2020-02-28"
20200229,"2020-02-29"
20200301,"2020-03-01"
20200302,"2020-03-02"
20200303,"2020-03-03"
20200304,"2020-03-04"
20200305,"2020-03-05"
20200306,"2020-03-06"
20200307,"2020-03-07"
20200308,"2020-03-08"
20200309,"2020-03-09"
20200310,"2020-03-10"
20200311,"2020-03-11"
20200312,"2020-03-12"
20200313,"2020-03-13"
20200314,"2020-03-14"
20200315,"2020-03-15"
20200316,"2020-03-16"
20200317,"2020-03-17"
20200318,"2020-03-18"
20200319,"2020-03-19"
20200320,"2020-03-20"
20200321,"2020-03-21"
20200322,"2020-03-22"
20200323,"2020-03-23"
20200324,"2020-03-24"
20200325,"2020-03-25"
20200326,"2020-03-26"
20200327,"2020-03-27"
20200328,"2020-03-28"
20200329,"2020-03-29"
20200330,"2020-03-30"
20200331,"2020-03-31"
20200401,"2020-04-01"
20200402,"2020-04-02"
20200403,"2020-04-03"
20200404,"2020-04-04"
20200405,"2020-04-05"
20200406,"2020-04-06"
20200407,"2020-04-07"
20200408,"2020-04-08"
20200409,"2020-04-09"
20200410,"2020-04-10"
20200411,"2020-04-11"
20200412,"2020-04-12"
20200413,"2020-04-13"
20200414,"2020-04-14"
20200415,"2020-04-15"
20200416,"2020-04-16"
20200417,"2020-04-17"
20200418,"2020-04-18"
20200419,"2020-04-19"
20200420,"2020-04-20"
20200421,"2020-04-21"
20200422,"2020-04-22"
20200423,"2020-04-23"
20200424,"2020-04-24"
20200425,"2020-04-25"
20200426,"2020-04-26"
20200427,"2020-04-27"
20200428,"2020-04-28"
20200429,"2020-04-29"
20200430,"2020-04-30"
20200501,"2020-05-01"
20200502,"2020-05-02"
20200503,"2020-05-03"
20200504,"2020-05-04"
20200505,"2020-05-05"
20200506,"2020-05-06"
20200507,"2020-05-07"
20200508,"2020-05-08"
20200509,"2020-05-09"
20200510,"2020-05-10"
20200511,"2020-05-11"
20200512,"2020-05-12"
20200513,"2020-05-13"
20200514,"2020-05-14"
20200515,"2020-05-15"
20200516,"2020-05-16"
20200517,"2020-05-17"
20200518,"2020-05-18"
20200519,"2020-05-19"
20200520,"2020-05-20"
20200521,"2020-05-21"
20200522,"2020-05-22"
20200523,"2020-05-23"
20200524,"2020-05-24"
20200525,"2020-05-25"
20200526,"2020-05-26"
20200527,"2020-05-27"
20200528,"2020-05-28"
20200529,"2020-05-29"
20200530,"2020-05-30"
20200531,"2020-05-31"
20200601,"2020-06-01"
20200602,"2020-06-02"
20200603,"2020-06-03"
20200604,"2020-06-04"
20200605,"2020-06-05"
20200606,"2020-06-06"
20200607,"2020-06-07"
20200608,"2020-06-08"
20200609,"2020-06-09"
20200610,"2020-06-10"
20200611,"2020-06-11"
20200612,"2020-06-12"
20200613,"2020-06-13"
20200614,"2020-06-14"
20200615,"2020-06-15"
20200616,"2020-06-16"
20200617,"2020-06-17"
20200618,"2020-06-18"
20200619,"2020-06-19"
20200620,"2020-06-20"
20200621,"2020-06-21"
20200622,"2020-06-22"
20200623,"2020-06-23"
20200624,"2020-06-24"
20200625,"2020-06-25"
20200626,"2020-06-26"
20200627,"2020-06-27"
20200628,"2020-06-28"
20200629,"2020-06-29"
20200630,"2020-06-30"
20200701,"2020-07-01"
20200702,"2020-07-02"
20200703,"2020-07-03"
20200704,"2020-07-04"
20200705,"2020-07-05"
20200706,"2020-07-06"
20200707,"2020-07-07"
20200708,"2020-07-08"
20200709,"2020-07-09"
20200710,"2020-07-10"
20200711,"2020-07-11"
20200712,"2020-07-12"
20200713,"2020-07-13"
20200714,"2020-07-14"
20200715,"2020-07-15"
20200716,"2020-07-16"
20200717,"2020-07-17"
20200718,"2020-07-18"
20200719,"2020-07-19"
20200720,"2020-07-20"
20200721,"2020-07-21"
20200722,"2020-07-22"
20200723,"2020-07-23"
20200724,"2020-07-24"
20200725,"2020-07-25"
20200726,"2020-07-26"
20200727,"2020-07-27"
20200728,"2020-07-28"
20200729,"2020-07-29"
20200730,"2020-07-30"
20200731,"2020-07-31"
20200801,"2020-08-01"
20200802,"2020-08-02"
20200803,"2020-08-03"
20200804,"2020-08-04"
20200805,"2020-08-05"
20200806,"2020-08-06"
20200807,"2020-08-07"
20200808,"2020-08-08"
20200809,"2020-08-09"
20200810,"2020-08-10"
20200811,"2020-08-11"
20200812,"2020-08-12"
20200813,"2020-08-13"
20200814,"2020-08-14"
20200815,"2020-08-15"
20200816,"2020-08-16"
20200817,"2020-08-17"
20200818,"2020-08-18"
20200819,"2020-08-19"
20200820,"2020-08-20"
20200821,"2020-08-21"
20200822,"2020-08-22"
20200823,"2020-08-23"
20200824,"2020-08-24"
20200825,"2020-08-25"
20200826,"2020-08-26"
20200827,"2020-08-27"
20200828,"2020-08-28"
20200829,"2020-08-29"
20200830,"2020-08-30"
20200831,"2020-08-31"
20200901,"2020-09-01"
20200902,"2020-09-02"
20200903,"2020-09-03"
20200904,"2020-09-04"
20200905,"2020-09-05"
20200906,"2020-09-06"
20200907,"2020-09-07"
20200908,"2020-09-08"
20200909,"2020-09-09"
20200910,"2020-09-10"
20200911,"2020-09-11"
20200912,"2020-09-12"
20200913,"2020-09-13"
20200914,"2020-09-14"
20200915,"2020-09-15"
20200916,"2020-09-16"
20200917,"2020-09-17"
20200918,"2020-09-18"
20200919,"2020-09-19"
20200920,"2020-09-20"
20200921,"2020-09-21"
20200922,"2020-09-22"
20200923,"2020-09-23"
20200924,"2020-09-24"
20200925,"2020-09-25"
20200926,"2020-09-26"
20200927,"2020-09-27"
20200928,"2020-09-28"
20200929,"2020-09-29"
20200930,"2020-09-30"
20201001,"2020-10-01"
20201002,"2020-10-02"
20201003,"2020-10-03"
20201004,"2020-10-04"
20201005,"2020-10-05"
20201006,"2020-10-06"
20201007,"2020-10-07"
20201008,"2020-10-08"
20201009,"2020-10-09"
20201010,"2020-10-10"
20201011,"2020-10-11"
20201012,"2020-10-12"
20201013,"2020-10-13"
20201014,"2020-10-14"
20201015,"2020-10-15"
20201016,"2020-10-16"
20201017,"2020-10-17"
20201018,"2020-10-18"
20201019,"2020-10-19"
20201020,"2020-10-20"
20201021,"2020-10-21"
20201022,"2020-10-22"
20201023,"2020-10-23"
20201024,"2020-10-24"
20201025,"2020-10-25"
20201026,"2020-10-26"
20201027,"2020-10-27"
20201028,"2020-10-28"
20201029,"2020-10-29"
20201030,"2020-10-30"
20201031,"2020-10-31"
20201101,"2020-11-01"
20201102,"2020-11-02"
20201103,"2020-11-03"
20201104,"2020-11-04"
20201105,"2020-11-05"
20201106,"2020-11-06"
20201107,"2020-11-07"
20201108,"2020-11-08"
20201109,"2020-11-09"
20201110,"2020-11-10"
20201111,"2020-11-11"
20201112,"2020-11-12"
20201113,"2020-11-13"
20201114,"2020-11-14"
20201115,"2020-11-15"
20201116,"2020-11-16"
20201117,"2020-11-17"
20201118,"2020-11-18"
20201119,"2020-11-19"
20201120,"2020-11-20"
20201121,"2020-11-21"
20201122,"2020-11-22"
20201123,"2020-11-23"
20201124,"2020-11-24"
20201125,"2020-11-25"
20201126,"2020-11-26"
20201127,"2020-11-27"
20201128,"2020-11-28"
20201129,"2020-11-29"
20201130,"2020-11-30"
20201201,"2020-12-01"
20201202,"2020-12-02"
20201203,"2020-12-03"
20201204,"2020-12-04"
20201205,"2020-12-05"
20201206,"2020-12-06"
20201207,"2020-12-07"
20201208,"2020-12-08"
20201209,"2020-12-09"
20201210,"2020-12-10"
20201211,"2020-12-11"
20201212,"2020-12-12"
20201213,"2020-12-13"
20201214,"2020-12-14"
20201215,"2020-12-15"
20201216,"2020-12-16"
20201217,"2020-12-17"
20201218,"2020-12-18"
20201219,"2020-12-19"
20201220,"2020-12-20"
20201221,"2020-12-21"
20201222,"2020-12-22"
20201223,"2020-12-23"
20201224,"2020-12-24"
20201225,"2020-12-25"
20201226,"2020-12-26"
20201227,"2020-12-27"
20201228,"2020-12-28"
20201229,"2020-12-29"
20201230,"2020-12-30"
20201231,"2020-12-31"
20210101,"2021-01-01"
20210102,"2021-01-02"
20210103,"2021-01-03"
20210104,"2021-01-04"
20210105,"2021-01-05"
20210106,"2021-01-06"
20210107,"2021-01-07"
20210108,"2021-01-08"
20210109,"2021-01-09"
20210110,"2021-01-10"
20210111,"2021-01-11"
20210112,"2021-01-12"
20210113,"2021-01-13"
20210114,"2021-01-14"
20210115,"2021-01-15"
20210116,"2021-01-16"
20210117,"2021-01-17"
20210118,"2021-01-18"
20210119,"2021-01-19"
20210120,"2021-01-20"
20210121,"2021-01-21"
20210122,"2021-01-22"
20210123,"2021-01-23"
20210124,"2021-01-24"
20210125,"2021-01-25"
20210126,"2021-01-26"
20210127,"2021-01-27"
20210128,"2021-01-28"
20210129,"2021-01-29"
20210130,"2021-01-30"
20210131,"2021-01-31"
20210201,"2021-02-01"
20210202,"2021-02-02"
20210203,"2021-02-03"
20210204,"2021-02-04"
20210205,"2021-02-05"
20210206,"2021-02-06"
20210207,"2021-02-07"
20210208,"2021-02-08"
20210209,"2021-02-09"
20210210,"2021-02-10"
20210211,"2021-02-11"
20210212,"2021-02-12"
20210213,"2021-02-13"
20210214,"2021-02-14"
20210215,"2021-02-15"
20210216,"2021-02-16"
20210217,"2021-02-17"
20210218,"2021-02-18"
20210219,"2021-02-19"
20210220,"2021-02-20"
20210221,"2021-02-21"
20210222,"2021-02-22"
20210223,"2021-02-23"
20210224,"2021-02-24"
20210225,"2021-02-25"
20210226,"2021-02-26"
20210227,"2021-02-27"
20210228,"2021-02-28"
20210301,"2021-03-01"
20210302,"2021-03-02"
20210303,"2021-03-03"
20210304,"2021-03-04"
20210305,"2021-03-05"
20210306,"2021-03-06"
20210307,"2021-03-07"
20210308,"2021-03-08"
20210309,"2021-03-09"
20210310,"2021-03-10"
20210311,"2021-03-11"
20210312,"2021-03-12"
20210313,"2021-03-13"
20210314,"2021-03-14"
20210315,"2021-03-15"
20210316,"2021-03-16"
20210317,"2021-03-17"
20210318,"2021-03-18"
20210319,"2021-03-19"
20210320,"2021-03-20"
20210321,"2021-03-21"
20210322,"2021-03-22"
20210323,"2021-03-23"
20210324,"2021-03-24"
20210325,"2021-03-25"
20210326,"2021-03-26"
20210327,"2021-03-27"
20210328,"2021-03-28"
20210329,"2021-03-29"
20210330,"2021-03-30"
20210331,"2021-03-31"
20210401,"2021-04-01"
20210402,"2021-04-02"
20210403,"2021-04-03"
20210404,"2021-04-04"
20210405,"2021-04-05"
20210406,"2021-04-06"
20210407,"2021-04-07"
20210408,"2021-04-08"
20210409,"2021-04-09"
20210410,"2021-04-10"
20210411,"2021-04-11"
20210412,"2021-04-12"
20210413,"2021-04-13"
20210414,"2021-04-14"
20210415,"2021-04-15"
20210416,"2021-04-16"
20210417,"2021-04-17"
20210418,"2021-04-18"
20210419,"2021-04-19"
20210420,"2021-04-20"
20210421,"2021-04-21"
20210422,"2021-04-22"
20210423,"2021-04-23"
20210424,"2021-04-24"
20210425,"2021-04-25"
20210426,"2021-04-26"
20210427,"2021-04-27"
20210428,"2021-04-28"
20210429,"2021-04-29"
20210430,"2021-04-30"
20210501,"2021-05-01"
20210502,"2021-05-02"
20210503,"2021-05-03"
20210504,"2021-05-04"
20210505,"2021-05-05"
20210506,"2021-05-06"
20210507,"2021-05-07"
20210508,"2021-05-08"
20210509,"2021-05-09"
20210510,"2021-05-10"
20210511,"2021-05-11"
20210512,"2021-05-12"
20210513,"2021-05-13"
20210514,"2021-05-14"
20210515,"2021-05-15"
20210516,"2021-05-16"
20210517,"2021-05-17"
20210518,"2021-05-18"
20210519,"2021-05-19"
20210520,"2021-05-20"
20210521,"2021-05-21"
20210522,"2021-05-22"
20210523,"2021-05-23"
20210524,"2021-05-24"
20210525,"2021-05-25"
20210526,"2021-05-26"
20210527,"2021-05-27"
20210528,"2021-05-28"
20210529,"2021-05-29"
20210530,"2021-05-30"
20210531,"2021-05-31"
20210601,"2021-06-01"
20210602,"2021-06-02"
20210603,"2021-06-03"
20210604,"2021-06-04"
20210605,"2021-06-05"
20210606,"2021-06-06"
20210607,"2021-06-07"
20210608,"2021-06-08"
20210609,"2021-06-09"
20210610,"2021-06-10"
20210611,"2021-06-11"
20210612,"2021-06-12"
20210613,"2021-06-13"
20210614,"2021-06-14"
20210615,"2021-06-15"
20210616,"2021-06-16"
20210617,"2021-06-17"
20210618,"2021-06-18"
20210619,"2021-06-19"
20210620,"2021-06-20"
20210621,"2021-06-21"
20210622,"2021-06-22"
20210623,"2021-06-23"
20210624,"2021-06-24"
20210625,"2021-06-25"
20210626,"2021-06-26"
20210627,"2021-06-27"
20210628,"2021-06-28"
20210629,"2021-06-29"
20210630,"2021-06-30"
20210701,"2021-07-01"
20210702,"2021-07-02"
20210703,"2021-07-03"
20210704,"2021-07-04"
20210705,"2021-07-05"
20210706,"2021-07-06"
20210707,"2021-07-07"
20210708,"2021-07-08"
20210709,"2021-07-09"
20210710,"2021-07-10"
20210711,"2021-07-11"
20210712,"2021-07-12"
20210713,"2021-07-13"
20210714,"2021-07-14"
20210715,"2021-07-15"
20210716,"2021-07-16"
20210717,"2021-07-17"
20210718,"2021-07-18"
20210719,"2021-07-19"
20210720,"2021-07-20"
20210721,"2021-07-21"
20210722,"2021-07-22"
20210723,"2021-07-23"
20210724,"2021-07-24"
20210725,"2021-07-25"
20210726,"2021-07-26"
20210727,"2021-07-27"
20210728,"2021-07-28"
20210729,"2021-07-29"
20210730,"2021-07-30"
20210731,"2021-07-31"
20210801,"2021-08-01"
20210802,"2021-08-02"
20210803,"2021-08-03"
20210804,"2021-08-04"
20210805,"2021-08-05"
20210806,"2021-08-06"
20210807,"2021-08-07"
20210808,"2021-08-08"
20210809,"2021-08-09"
20210810,"2021-08-10"
20210811,"2021-08-11"
20210812,"2021-08-12"
20210813,"2021-08-13"
20210814,"2021-08-14"
20210815,"2021-08-15"
20210816,"2021-08-16"
20210817,"2021-08-17"
20210818,"2021-08-18"
20210819,"2021-08-19"
20210820,"2021-08-20"
20210821,"2021-08-21"
20210822,"2021-08-22"
20210823,"2021-08-23"
20210824,"2021-08-24"
20210825,"2021-08-25"
20210826,"2021-08-26"
20210827,"2021-08-27"
20210828,"2021-08-28"
20210829,"2021-08-29"
20210830,"2021-08-30"
20210831,"2021-08-31"
20210901,"2021-09-01"
20210902,"2021-09-02"
20210903,"2021-09-03"
20210904,"2021-09-04"
20210905,"2021-09-05"
20210906,"2021-09-06"
20210907,"2021-09-07"
20210908,"2021-09-08"
20210909,"2021-09-09"
20210910,"2021-09-10"
20210911,"2021-09-11"
20210912,"2021-09-12"
20210913,"2021-09-13"
20210914,"2021-09-14"
20210915,"2021-09-15"
20210916,"2021-09-16"
20210917,"2021-09-17"
20210918,"2021-09-18"
20210919,"2021-09-19"
20210920,"2021-09-20"
20210921,"2021-09-21"
20210922,"2021-09-22"
20210923,"2021-09-23"
20210924,"2021-09-24"
20210925,"2021-09-25"
20210926,"2021-09-26"
20210927,"2021-09-27"
20210928,"2021-09-28"
20210929,"2021-09-29"
20210930,"2021-09-30"
20211001,"2021-10-01"
20211002,"2021-10-02"
20211003,"2021-10-03"
20211004,"2021-10-04"
20211005,"2021-10-05"
20211006,"2021-10-06"
20211007,"2021-10-07"
20211008,"2021-10-08"
20211009,"2021-10-09"
20211010,"2021-10-10"
20211011,"2021-10-11"
20211012,"2021-10-12"
20211013,"2021-10-13"
20211014,"2021-10-14"
20211015,"2021-10-15"
20211016,"2021-10-16"
20211017,"2021-10-17"
20211018,"2021-10-18"
20211019,"2021-10-19"
20211020,"2021-10-20"
20211021,"2021-10-21"
20211022,"2021-10-22"
20211023,"2021-10-23"
20211024,"2021-10-24"
20211025,"2021-10-25"
20211026,"2021-10-26"
20211027,"2021-10-27"
20211028,"2021-10-28"
20211029,"2021-10-29"
20211030,"2021-10-30"
20211031,"2021-10-31"
20211101,"2021-11-01"
20211102,"2021-11-02"
20211103,"2021-11-03"
20211104,"2021-11-04"
20211105,"2021-11-05"
20211106,"2021-11-06"
20211107,"2021-11-07"
20211108,"2021-11-08"
20211109,"2021-11-09"
20211110,"2021-11-10"
20211111,"2021-11-11"
20211112,"2021-11-12"
20211113,"2021-11-13"
20211114,"2021-11-14"
20211115,"2021-11-15"
20211116,"2021-11-16"
20211117,"2021-11-17"
20211118,"2021-11-18"
20211119,"2021-11-19"
20211120,"2021-11-20"
20211121,"2021-11-21"
20211122,"2021-11-22"
20211123,"2021-11-23"
20211124,"2021-11-24"
20211125,"2021-11-25"
20211126,"2021-11-26"
20211127,"2021-11-27"
20211128,"2021-11-28"
20211129,"2021-11-29"
20211130,"2021-11-30"
20211201,"2021-12-01"
20211202,"2021-12-02"
20211203,"2021-12-03"
20211204,"2021-12-04"
20211205,"2021-12-05"
20211206,"2021-12-06"
20211207,"2021-12-07"
20211208,"2021-12-08"
20211209,"2021-12-09"
20211210,"2021-12-10"
20211211,"2021-12-11"
20211212,"2021-12-12"
20211213,"2021-12-13"
20211214,"2021-12-14"
20211215,"2021-12-15"
20211216,"2021-12-16"
20211217,"2021-12-17"
20211218,"2021-12-18"
20211219,"2021-12-19"
20211220,"2021-12-20"
20211221,"2021-12-21"
20211222,"2021-12-22"
20211223,"2021-12-23"
20211224,"2021-12-24"
20211225,"2021-12-25"
20211226,"2021-12-26"
20211227,"2021-12-27"
20211228,"2021-12-28"
20211229,"2021-12-29"
20211230,"2021-12-30"
20211231,"2021-12-31"
20220101,"2022-01-01"
20220102,"2022-01-02"
20220103,"2022-01-03"
20220104,"2022-01-04"
20220105,"2022-01-05"
20220106,"2022-01-06"
20220107,"2022-01-07"
20220108,"2022-01-08"
20220109,"2022-01-09"
20220110,"2022-01-10"
20220111,"2022-01-11"
20220112,"2022-01-12"
20220113,"2022-01-13"
20220114,"2022-01-14"
20220115,"2022-01-15"
20220116,"2022-01-16"
20220117,"2022-01-17"
20220118,"2022-01-18"
20220119,"2022-01-19"
20220120,"2022-01-20"
20220121,"2022-01-21"
20220122,"2022-01-22"
20220123,"2022-01-23"
20220124,"2022-01-24"
20220125,"2022-01-25"
20220126,"2022-01-26"
20220127,"2022-01-27"
20220128,"2022-01-28"
20220129,"2022-01-29"
20220130,"2022-01-30"
20220131,"2022-01-31"
20220201,"2022-02-01"
20220202,"2022-02-02"
20220203,"2022-02-03"
20220204,"2022-02-04"
20220205,"2022-02-05"
20220206,"2022-02-06"
20220207,"2022-02-07"
20220208,"2022-02-08"
20220209,"2022-02-09"
20220210,"2022-02-10"
20220211,"2022-02-11"
20220212,"2022-02-12"
20220213,"2022-02-13"
20220214,"2022-02-14"
20220215,"2022-02-15"
20220216,"2022-02-16"
20220217,"2022-02-17"
20220218,"2022-02-18"
20220219,"2022-02-19"
20220220,"2022-02-20"
20220221,"2022-02-21"
20220222,"2022-02-22"
20220223,"2022-02-23"
20220224,"2022-02-24"
20220225,"2022-02-25"
20220226,"2022-02-26"
20220227,"2022-02-27"
20220228,"2022-02-28"
20220301,"2022-03-01"
20220302,"2022-03-02"
20220303,"2022-03-03"
20220304,"2022-03-04"
20220305,"2022-03-05"
20220306,"2022-03-06"
20220307,"2022-03-07"
20220308,"2022-03-08"
20220309,"2022-03-09"
20220310,"2022-03-10"
20220311,"2022-03-11"
20220312,"2022-03-12"
20220313,"2022-03-13"
20220314,"2022-03-14"
20220315,"2022-03-15"
20220316,"2022-03-16"
20220317,"2022-03-17"
20220318,"2022-03-18"
20220319,"2022-03-19"
20220320,"2022-03-20"
20220321,"2022-03-21"
20220322,"2022-03-22"
20220323,"2022-03-23"
20220324,"2022-03-24"
20220325,"2022-03-25"
20220326,"2022-03-26"
20220327,"2022-03-27"
20220328,"2022-03-28"
20220329,"2022-03-29"
20220330,"2022-03-30"
20220331,"2022-03-31"
20220401,"2022-04-01"
20220402,"2022-04-02"
20220403,"2022-04-03"
20220404,"2022-04-04"
20220405,"2022-04-05"
20220406,"2022-04-06"
20220407,"2022-04-07"
20220408,"2022-04-08"
20220409,"2022-04-09"
20220410,"2022-04-10"
20220411,"2022-04-11"
20220412,"2022-04-12"
20220413,"2022-04-13"
20220414,"2022-04-14"
20220415,"2022-04-15"
20220416,"2022-04-16"
20220417,"2022-04-17"
20220418,"2022-04-18"
20220419,"2022-04-19"
20220420,"2022-04-20"
20220421,"2022-04-21"
20220422,"2022-04-22"
20220423,"2022-04-23"
20220424,"2022-04-24"
20220425,"2022-04-25"
20220426,"2022-04-26"
20220427,"2022-04-27"
20220428,"2022-04-28"
20220429,"2022-04-29"
20220430,"2022-04-30"
20220501,"2022-05-01"
20220502,"2022-05-02"
20220503,"2022-05-03"
20220504,"2022-05-04"
20220505,"2022-05-05"
20220506,"2022-05-06"
20220507,"2022-05-07"
20220508,"2022-05-08"
20220509,"2022-05-09"
20220510,"2022-05-10"
20220511,"2022-05-11"
20220512,"2022-05-12"
20220513,"2022-05-13"
20220514,"2022-05-14"
20220515,"2022-05-15"
20220516,"2022-05-16"
20220517,"2022-05-17"
20220518,"2022-05-18"
20220519,"2022-05-19"
20220520,"2022-05-20"
20220521,"2022-05-21"
20220522,"2022-05-22"
20220523,"2022-05-23"
20220524,"2022-05-24"
20220525,"2022-05-25"
20220526,"2022-05-26"
20220527,"2022-05-27"
20220528,"2022-05-28"
20220529,"2022-05-29"
20220530,"2022-05-30"
20220531,"2022-05-31"
20220601,"2022-06-01"
20220602,"2022-06-02"
20220603,"2022-06-03"
20220604,"2022-06-04"
20220605,"2022-06-05"
20220606,"2022-06-06"
20220607,"2022-06-07"
20220608,"2022-06-08"
20220609,"2022-06-09"
20220610,"2022-06-10"
20220611,"2022-06-11"
20220612,"2022-06-12"
20220613,"2022-06-13"
20220614,"2022-06-14"
20220615,"2022-06-15"
20220616,"2022-06-16"
20220617,"2022-06-17"
20220618,"2022-06-18"
20220619,"2022-06-19"
20220620,"2022-06-20"
20220621,"2022-06-21"
20220622,"2022-06-22"
20220623,"2022-06-23"
20220624,"2022-06-24"
20220625,"2022-06-25"
20220626,"2022-06-26"
20220627,"2022-06-27"
20220628,"2022-06-28"
20220629,"2022-06-29"
20220630,"2022-06-30"
20220701,"2022-07-01"
20220702,"2022-07-02"
20220703,"2022-07-03"
20220704,"2022-07-04"
20220705,"2022-07-05"
20220706,"2022-07-06"
20220707,"2022-07-07"
20220708,"2022-07-08"
20220709,"2022-07-09"
20220710,"2022-07-10"
20220711,"2022-07-11"
20220712,"2022-07-12"
20220713,"2022-07-13"
20220714,"2022-07-14"
20220715,"2022-07-15"
20220716,"2022-07-16"
20220717,"2022-07-17"
20220718,"2022-07-18"
20220719,"2022-07-19"
20220720,"2022-07-20"
20220721,"2022-07-21"
20220722,"2022-07-22"
20220723,"2022-07-23"
20220724,"2022-07-24"
20220725,"2022-07-25"
20220726,"2022-07-26"
20220727,"2022-07-27"
20220728,"2022-07-28"
20220729,"2022-07-29"
20220730,"2022-07-30"
20220731,"2022-07-31"
20220801,"2022-08-01"
20220802,"2022-08-02"
20220803,"2022-08-03"
20220804,"2022-08-04"
20220805,"2022-08-05"
20220806,"2022-08-06"
20220807,"2022-08-07"
20220808,"2022-08-08"
20220809,"2022-08-09"
20220810,"2022-08-10"
20220811,"2022-08-11"
20220812,"2022-08-12"
20220813,"2022-08-13"
20220814,"2022-08-14"
20220815,"2022-08-15"
20220816,"2022-08-16"
20220817,"2022-08-17"
20220818,"2022-08-18"
20220819,"2022-08-19"
20220820,"2022-08-20"
20220821,"2022-08-21"
20220822,"2022-08-22"
20220823,"2022-08-23"
20220824,"2022-08-24"
20220825,"2022-08-25"
20220826,"2022-08-26"
20220827,"2022-08-27"
20220828,"2022-08-28"
